"menu_pk","menu_uppk","menu_status","menu_p_type","menu_p_use","menu_level","menu_soft","menu_name","menu_title","menu_remark1","menu_page","menu_remark2","menu_url_path","menu_url_file","menu_url_para","menu_flag","menu_count"
"511","492","1","r","291","3","50","28_4.無違反勞工法令證明切結書(二)-嘉義市","28_4.無違反勞工法令證明切結書(二)-嘉義市","","report_page","","../report_foms/reports/www/","e_m_28_4/e_m_28_4.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","6"
"512","492","1","r","292","3","50","28_5.無違反勞工法令證明退休準備金計算表-嘉義市","28_5.無違反勞工法令證明退休準備金計算表-嘉義市","","report_page","","../report_foms/reports/www/","e_m_28_5/e_m_28_5.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","5"
"513","492","1","r","143","3","50","29.無違反勞工法令證明書 - 申請書(台南縣)","29.無違反勞工法令證明書 - 申請書(台南縣)","","report_page","","../report_foms/report/sfoms/","e_m_29.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","69"
"514","492","1","r","262","3","50","30.無違反勞工法令證明書 – 委託書(台南縣、台南市)","30.無違反勞工法令證明書 – 委託書(台南縣、台南市)","","report_page","","../report_foms/reports/www/","e_m_30/e_m_30.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","1162"
"515","492","8","r","386","3","50","31.無違反勞工法令證明書 – 委託書(台南市)","31.無違反勞工法令證明書 – 委託書(台南市)","","report_page","","../report_foms/reports/www/","e_m_31/e_m_31.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","5"
"516","492","1","r","263","3","50","33.無違反勞工法令證明申請書-屏東縣","33.無違反勞工法令證明申請書-屏東縣","","report_page","","../report_foms/reports/www/","e_m_33/e_m_33.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","51"
"517","492","1","r","238","3","50","34.無違反勞工法令證明申請、切結、委託書-高雄市","34.無違反勞工法令證明申請、切結、委託書-高雄市","","report_page","","../report_foms/reports/www/","e_m_34_1/e_m_34_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","130"
"518","492","1","r","275","3","50","37.已提撥勞工退休準備金之明細表","37.已提撥勞工退休準備金之明細表","","report_page","","../report_foms/reports/www/","e_m_37_1/e_m_37_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","4"
"603","492","1","r","275","3","50","35.雇主申請「無違反勞工法令證明書」應備資料","35.雇主申請「無違反勞工法令證明書」應備資料","","report_page","","../report_foms/reports/www/","e_m_35/e_m_35.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","23"
"519","492","1","r","264","3","50","38.最近一年內每月聘僱本國勞工及外籍勞工人數統計表","38.最近一年內每月聘僱本國勞工及外籍勞工人數統計表","","report_page","","../report_foms/reports/www/","e_m_38/e_m_38.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","21"
"520","492","1","r","239","3","50","39.最近二年內每月聘僱本國勞工及外籍勞工人數統計表","39.最近二年內每月聘僱本國勞工及外籍勞工人數統計表","","report_page","","../report_foms/reports/www/","e_m_39/e_m_39.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","15"
"521","102","1","x","0","2","50","P.其他辦件表格","P.其他辦件表格","","","","","#","","","0"
"522","521","1","r","96","3","50","01.各類劃撥單套印","01.各類劃撥單套印","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_p_1.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","44"
"523","521","1","r","242","3","50","02.外勞在台工作需知","02.外勞在台工作需知","","report_page","","../report_foms/reports/www/","e_p_2/e_p_2.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","47"
"524","521","1","x","0","3","50","07.外勞交付雇主記錄表","07.外勞交付雇主記錄表","","","","","#","","","0"
"525","524","1","r","97","4","50","A.外勞交付雇主記錄表","A.外勞交付雇主記錄表","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_p_7_a.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","7409"
"526","521","1","x","0","3","50","08.初入境外勞報到記錄表","08.初入境外勞報到記錄表","","","","","#","","","0"
"527","526","1","r","98","4","50","A.初入境外勞報到記錄表","A.初入境外勞報到記錄表","","report_page","","../report_foms/report/sfoms/","e_p_8_a.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","7096"
"528","521","1","r","265","3","50","10.印尼勞工異動單(中國信託)","10.印尼勞工異動單(中國信託)","","report_page","","../report_foms/reports/www/","e_p_10/e_p_10.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","11"
"529","521","1","r","201","3","50","11.印尼勞工異動單(陽信銀行)","11.印尼勞工異動單(陽信銀行)","","report_page","","../report_foms/reports/www/","e_p_11/e_p_11.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","7"
"530","521","1","r","202","3","50","12.印尼勞工異動單(華南銀行)","12.印尼勞工異動單(華南銀行)","","report_page","","../report_foms/reports/www/","e_p_12/e_p_12.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","6"
"531","521","1","r","338","3","50","13.雇主終止委任合約書","13.雇主終止委任合約書","","report_page","","../report_foms/reports/www/","e_p_13/e_p_13.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","67"
"532","521","1","r","387","3","50","15.外勞委託服務契約書(泰、印、菲、越)","15.外勞委託服務契約書(泰、印、菲、越)","","report_page","","../report_foms/report/sfoms/","e_p_15.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","6068"
"533","521","1","r","240","3","50","16.雇主委任契約書","16.雇主委任契約書","","report_page","","../report_foms/report_ifoms/ifoms/","e_p_16.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","64"
"534","521","1","r","339","3","50","17.入境外勞無人接機聲明書","17.入境外勞無人接機聲明書","","report_page","","../report_foms/report/sfoms/","e_p_17.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","454"
"535","521","8","r","241","3","50","18.返國探親協議書","18.返國探親協議書","","report_page","","../report_foms/reports/www/","e_p_18/e_p_18.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","114"
"536","521","1","r","388","3","50","20.外籍勞工諮詢服務紀錄表","20.外籍勞工諮詢服務紀錄表","","report_page","","../report_foms/reports/www/","e_p_20/e_p_20_tc.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","164"
"537","102","1","x","0","2","50","R.入國通報文件","R.入國通報文件","","","","","#","","","0"
"538","537","1","r","99","3","50","01.雇主聘僱外勞入國通報單","01.雇主聘僱外勞入國通報單","","report_page","","../report_foms/report/sfoms/","e_r_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_","","7014"
"539","537","1","x","0","3","50","02.雇主聘僱外勞入國通報受理證明書","02.雇主聘僱外勞入國通報受理證明書","","","","","#","","","0"
"540","539","1","r","111","4","50","A.雇主聘僱外勞入國通報受理證明書 (通用)","A.雇主聘僱外勞入國通報受理證明書 (通用)","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_r_2_a.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","126"
"541","539","1","r","269","4","50","B.雇主聘僱外勞入國通報受理證明書 (台中縣)","B.雇主聘僱外勞入國通報受理證明書 (台中縣)","","report_page","","../report_foms/reports/www/","e_r_2_b_1/e_r_2_b_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","9"
"542","539","1","r","270","4","50","C.雇主聘僱外勞入國通報受理證明書 (彰化縣)","C.雇主聘僱外勞入國通報受理證明書 (彰化縣)","","report_page","","../report_foms/reports/www/","e_r_2_c/e_r_2_c.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","6"
"543","537","1","x","0","3","50","03.雇主聘僱外勞入國通報委託書","03.雇主聘僱外勞入國通報委託書","","","","","#","","","0"
"544","543","1","r","100","4","50","A.入國通報委託書-勞委會","A.入國通報委託書-勞委會","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_r_3_a.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","5837"
"545","543","1","r","203","4","50","D.入國通報委託書 (台南縣)","D.入國通報委託書 (台南縣)","","report_page","","../report_foms/reports/www/","e_r_3_d/e_r_3_d.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","28"
"546","537","1","r","389","3","50","04.入國通報受理證明書之申請書(桃園縣)","04.入國通報受理證明書之申請書(桃園縣)","","report_page","","../report_foms/reports/www/","e_r_4/e_r_4.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","61"
"547","102","1","x","0","2","50","S.終止聘僱通報文件","S.終止聘僱通報文件","","","","","#","","","0"
"548","547","1","x","0","3","50","01.雇主與外勞終止聘僱流程通知書","01.雇主與外勞終止聘僱流程通知書","","","","","#","","","0"
"549","548","1","r","101","4","40","A.終止聘僱通知書-中.英.印.泰.越-勞動部","終止聘僱通知書-中.英.印.泰.越-勞動部","E_S_01_A","report_page","e_r_2_01_a","../report_foms/report/sfoms/","e_r_2_01_a.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_][_and_]rt_menu_flag=[_rt_menu_flag_][_and_]rt_menu_title=[_rt_menu_title_]","","4141"
"550","548","1","r","272","4","50","B.終止聘僱通知書-台中市.台南縣 (中英/印/泰/越)","B.終止聘僱通知書-台中市.台南縣 (中英/印/泰/越)","","report_page","","../report_foms/reports/www/","e_s_1_b/e_s_1_b.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","60"
"551","548","1","r","273","4","50","C.終止聘僱通知書-台中縣 (中英/印/泰/越)","C.終止聘僱通知書-台中縣 (中英/印/泰/越)","","report_page","","../report_foms/reports/www/","e_s_1_c/e_s_1_c.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","15"
"552","547","1","x","0","3","50","02.雇主與外勞終止聘僱驗證證明書","02.雇主與外勞終止聘僱驗證證明書","","","","","#","","","0"
"553","552","1","r","204","4","50","A.雇主與外勞終止聘僱驗證證明書-勞委會.科學園.嘉縣","A.雇主與外勞終止聘僱驗證證明書-勞委會.科學園.嘉縣","","report_page","","../report_foms/reports/www/","e_s_2_a/e_s_2_a.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","103"
"554","552","1","r","344","4","50","C.雇主與外勞終止聘僱關係證明書-台中縣","C.雇主與外勞終止聘僱關係證明書-台中縣","","report_page","","../report_foms/reports/www/","e_s_2_c/e_s_2_c.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","6"
"555","547","1","x","0","3","50","03.雇主終止聘僱第二類外勞委託書(勞委會)","03.雇主終止聘僱第二類外勞委託書(勞委會)","","","","","#","","","0"
"556","555","1","r","102","4","50","1.雇主終止聘僱外勞委託書-委會.科學園","1.雇主終止聘僱外勞委託書-委會.科學園","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_s_3_1.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","2372"
"557","555","1","r","205","4","50","F.雇主終止聘僱外勞委託書(台中縣)","F.雇主終止聘僱外勞委託書(台中縣)","","report_page","","../report_foms/reports/www/","e_s_3_f/e_s_3_f.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","2"
"558","555","1","r","206","4","50","G.雇主終止聘僱外勞委託書(台中市)","G.雇主終止聘僱外勞委託書(台中市)","","report_page","","../report_foms/reports/www/","e_s_3_g/e_s_3_g.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","13"
"559","547","1","r","130","3","50","04.薪資結清切結書","04.薪資結清切結書","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_s_4.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","282"
"560","547","1","r","274","3","50","06.雇主辦理聘僱第二類外勞終止聘僱通知受理審查表","06.雇主辦理聘僱第二類外勞終止聘僱通知受理審查表","","report_page","","../report_foms/reports/www/","e_s_6/e_s_6.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","12"
"561","547","1","r","243","3","50","08.雇主辦理聘僱第二類外勞終止聘僱關係會談記錄(苗栗)","08.雇主辦理聘僱第二類外勞終止聘僱關係會談記錄(苗栗)","","report_page","","../report_foms/reports/www/","e_s_8_1/e_s_8_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","9"
"562","102","1","x","0","2","50","T.長期照顧管理中心文件","T.長期照顧管理中心文件","","","","","#","","","0"
"563","562","1","r","112","3","50","1-1.照顧服務員求才登記表","1-1.照顧服務員求才登記表","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_t_1_1.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","8"
"564","562","1","r","342","3","50","1-2.照顧服務員求才登記表 (台北縣市)","1-2.照顧服務員求才登記表 (台北縣市)","","report_page","","../report_foms/reports/www/","e_t_1_2/e_t_1_2.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","4"
"565","562","1","r","266","3","50","1-3.照顧服務員求才登記表 (台中市)","1-3.照顧服務員求才登記表 (台中市)","","report_page","","../report_foms/reports/www/","e_t_1_3/e_t_1_3.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","2"
"566","562","1","r","244","3","50","1-5.照顧服務員求才登記表 (彰化)","1-5.照顧服務員求才登記表 (彰化)","","report_page","","../report_foms/reports/www/","e_t_1_5/e_t_1_5.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","4"
"567","562","31","r","116","3","50","4.申請看護工基本資料傳遞單","4.申請看護工基本資料傳遞單","20170331需求","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_t_4.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","28"
"568","562","1","r","207","3","50","5.長照中心委託書—台中縣","5.長照中心委託書—台中縣","","report_page","","../report_foms/reports/www/","e_t_501/e_t_501.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","4"
"569","562","1","r","340","3","50","5-K.長照中心委託書—高雄縣","5-K.長照中心委託書—高雄縣","","report_page","","../report_foms/reports/www/","e_t_5_k/e_t_5_k.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","5"
"570","562","1","r","341","3","50","5-K01.長照中心委託書—台南縣","5-K01.長照中心委託書—台南縣","","report_page","","../report_foms/reports/www/","e_t_5k01/e_t_5k01.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","3"
"571","0","1","x","0","1","50","G.公司.組織.使用者管理","G.公司.組織.使用者管理","","","","","#","","","0"
"572","571","1","u","201","2","50","A.公司資料設定","A.公司資料設定","","","","","index.php","[_quest_]pro=g_a","","498"
"573","571","1","x","0","2","50","B.組織單位設定","B.組織單位設定","","","","","#","","","0"
"574","573","1","u","205","3","50","1.組織單位設定[群單位]","1.組織單位設定[群單位]","","","","","index.php","[_quest_]pro=g_b_1","","34"
"575","573","1","u","209","3","50","2.組織單位設定[區單位]","2.組織單位設定[區單位]","","","","","index.php","[_quest_]pro=g_b_2","","39"
"576","573","1","u","213","3","50","3.組織單位設定[處單位]","3.組織單位設定[處單位]","","","","","index.php","[_quest_]pro=g_b_3","","50"
"577","573","1","u","217","3","50","4.組織單位設定[店單位]","4.組織單位設定[店單位]","","","","","index.php","[_quest_]pro=g_b_4","","52"
"578","571","1","x","0","2","50","C.使用者設定","C.使用者設定","","","","","#","","","0"
"579","578","1","u","221","3","50","1.使用者資料設定","1.使用者資料設定","","","","","index.php","[_quest_]pro=g_c_1","","1161"
"580","578","1","u","225","3","50","2.使用者權限設定","2.使用者權限設定","","","","","index.php","[_quest_]pro=g_c_2","","1585"
"581","571","1","x","0","2","50","D.其他資料設定","D.其他資料設定","","","","","#","","","0"
"582","581","1","u","227","3","50","1.業務資料設定","1.業務資料設定","","","","","index.php","[_quest_]pro=g_d_1","","2"
"583","581","1","u","235","3","50","2.靠行供應商資料設定","2.靠行供應商資料設定","","","","","index.php","[_quest_]pro=g_d_2","","0"
"584","0","1","x","0","1","50","O.業務管理","O.業務管理","","","","","#","","","0"
"585","584","1","u","162","2","50","B.客戶開發拜訪記錄登錄","B.客戶開發拜訪記錄登錄","","","","","index.php","[_quest_]pro=o_b","","170"
"586","584","1","x","0","2","50","C.客戶開發拜訪記錄報表","C.客戶開發拜訪記錄報表","","","","","#","","","0"
"587","586","1","r","138","3","50","1.客戶開發拜訪記錄一覽表","1.客戶開發拜訪記錄一覽表","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","o_c_1.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","67"
"588","0","1","x","0","1","50","S.財務管理","S.財務管理","","","","","#","","","0"
"589","588","1","x","0","2","50","C.財務應收報表","C.財務應收報表","","","","","#","","","0"
"590","589","1","r","149","3","50","1-2.應收資料報表(結帳單產出)","1-2.應收資料報表(結帳單產出)","","report_page","","../report_foms/report/sfoms/","arap_report_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","2"
"591","589","1","r","150","3","50","2.獎金發放一覽表","2.獎金發放一覽表","","report_page","","../report_foms/report/sfoms/","arap_report_2.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","1"
"592","0","1","x","0","1","50","X.系統功能","X.系統功能","","","","","#","","","0"
"593","592","1","v","0","2","50","A.回到主頁","A.回到主頁","","","","","index.php","","","5483"
"594","592","1","u","231","2","50","B.更新項目","B.更新項目","","","","","index.php","[_quest_]pro=x_b","","130"
"595","592","1","u","239","2","50","C.客戶簡易查詢","C.客戶簡易查詢","","newWin","","procedures/","pro_x_c.php","[_quest_]pro=x_c","","310"
"596","592","1","x","0","2","50","---","Y. ---","","","","","","","","0"
"597","592","1","v","0","2","50","Z.登出系統","Z.登出系統","","","","","index.php","[_quest_]action=logout","","20378"
"602","296","31","r","403","4","50","B04.泰國-勞動契約-看護工勞動契約(左右對照)","B04.泰國-勞動契約-看護工勞動契約(左右對照)","20170331需求","report_page","","../report_foms/report/sfoms/","e_j_2_b04.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","14"
"604","589","1","r","449","3","50","1-1.應收資料報表(繳費單列印)","","","report_page","","../report_foms/report/sfoms/","arap_report_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","50"
"605","21","1","r","128","4","50","7_2滿意度調查表","7_2滿意度調查表","","report_page","","../report_foms/report_ifoms/pro_a_k_7_7/","a_k_7_7.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","36"
"606","83","1","u","97","3","50","3.脫逃外勞報表","3.脫逃外勞報表","","report_page","","../report_foms/report_ifoms/pro_d_f_3/","d_f_3.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","501"
"607","36","1","r","453","3","50","2.簽約人數控管表","2.簽約人數控管表","","report_page","","../report_foms/report/sfoms/","report_c_b_2.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","478"
"608","573","1","r","460","3","50","7.員工在職證明","7.員工在職證明","","report_page","","../report_foms/report_ifoms/ifoms/","g_b_7.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","182"
"609","543","1","r","461","4","50","B.入國通報委託書 (台北市)","B.入國通報委託書 (台北市)","","report_page","","../report_foms/report_ifoms/ifoms/","e_r_3_b.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","48"
"610","543","1","r","462","4","50","C.入國通報委託書 (彰化縣)","C.入國通報委託書 (彰化縣)","","report_page","","../report_foms/report_ifoms/ifoms/","e_r_3_c.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","20"
"611","543","1","r","463","4","50","E.入國通報委託書 (桃園縣)","E.入國通報委託書 (桃園縣)","","report_page","","../report_foms/report_ifoms/ifoms/","e_r_3_e.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","31"
"691","537","1","x","0","3","50","06.變更外國人住宿地點","06.變更外國人住宿地點","","","","","#","","","0"
